"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
"141"	1	9	81	729	0	0	1	0	0	1	0	0	0	1	34	1156	0	1	0	0
"142"	0	1	1	1	1	0	1	0	0	1	0	0	0	1	34	1156	0	1	0	0
"143"	1	4	16	64	0	0	1	0	0	1	0	0	0	1	27	729	0	1	0	0
"144"	0	1	1	1	1	0	0	0	0	0	0	0	0	1	26	676	0	1	0	0
"145"	0	6	36	216	0	0	0	0	0	0	0	0	0	1	17	289	0	1	0	0
"146"	0	5	25	125	0	0	0	1	0	0	0	0	0	1	17	289	0	1	0	0
"147"	1	6	36	216	1	0	0	0	0	0	0	0	0	0	18	324	0	0	0	0
"148"	1	4	16	64	0	0	0	0	0	1	0	0	0	0	18	324	0	0	0	0
"149"	0	6	36	216	0	1	0	0	0	0	0	0	0	0	18	324	0	0	0	0
"150"	1	9	81	729	0	0	0	0	0	0	0	0	0	0	18	324	0	0	0	0
"151"	1	6	36	216	0	0	0	0	0	0	0	0	0	1	22	484	0	1	0	0
"152"	0	10	100	1000	0	0	0	1	0	0	0	0	0	1	16	256	0	0	1	0
"153"	1	1	1	1	0	0	1	0	0	0	0	1	0	0	22	484	0	0	0	0
"154"	0	2	4	8	0	0	0	0	0	0	0	0	0	1	56	3136	0	1	0	0
"155"	0	9	81	729	0	0	0	1	0	1	0	0	0	1	17	289	0	0	0	0
"156"	0	9	81	729	0	0	0	0	0	1	0	0	0	1	19	361	0	0	0	0
"157"	0	2	4	8	0	0	0	0	0	1	0	0	0	1	19	361	0	0	0	0
"158"	0	13	169	2197	0	0	0	0	0	0	0	0	0	1	31	961	0	0	1	0
"159"	0	7	49	343	0	0	0	0	0	0	0	0	0	1	31	961	0	0	1	0
"160"	1	3	9	27	0	0	0	0	0	1	0	0	0	1	31	961	0	0	1	0
"161"	0	3	9	27	0	0	0	0	0	0	0	0	0	1	19	361	0	0	0	0
"162"	1	5	25	125	0	0	0	0	0	0	1	0	0	0	28	784	0	0	0	0
"163"	1	6	36	216	0	0	0	0	0	1	1	0	0	0	28	784	0	0	0	0
"164"	0	6	36	216	0	0	0	0	0	0	0	0	0	1	44	1936	0	1	0	1
"165"	1	13	169	2197	0	0	0	0	0	1	1	0	0	1	31	961	1	1	0	1
"166"	1	6	36	216	0	0	0	0	0	1	1	0	0	1	31	961	1	1	0	1
"167"	0	4	16	64	1	0	0	0	0	0	1	0	0	1	52	2704	0	0	0	0
"168"	0	4	16	64	0	0	0	0	0	0	1	0	0	1	52	2704	0	0	0	0
"169"	1	0	0	0	1	0	1	0	0	0	0	0	0	1	17	289	0	0	0	0
"170"	1	14	196	2744	0	0	0	0	0	0	0	0	0	1	17	289	0	0	0	0
"171"	0	11	121	1331	0	0	0	0	0	1	0	0	0	1	17	289	0	0	0	0
"172"	0	9	81	729	0	0	0	0	0	0	0	0	0	1	17	289	0	0	0	0
"173"	0	2	4	8	0	0	0	0	0	0	0	1	0	0	18	324	0	1	0	0
"174"	1	0	0	0	0	0	1	0	0	0	0	1	0	0	18	324	0	1	0	0
"175"	1	8	64	512	0	0	1	0	0	1	0	0	0	0	44	1936	0	0	0	0
"176"	1	4	16	64	0	0	1	0	0	1	0	0	0	0	23	529	0	0	0	0
"177"	1	4	16	64	0	0	1	0	0	1	0	0	0	0	23	529	0	0	0	0
"178"	0	0	0	0	1	0	1	0	0	0	0	1	0	0	19	361	0	0	0	0
"179"	1	1	1	1	0	0	0	0	0	0	0	0	0	1	18	324	0	1	0	0
"180"	1	8	64	512	1	0	0	0	0	1	0	0	0	1	18	324	0	1	0	0
"181"	0	5	25	125	0	0	0	0	0	1	0	0	0	1	18	324	0	1	0	0
"182"	0	4	16	64	0	1	1	0	0	0	0	1	0	0	27	729	0	0	0	0
"183"	1	1	1	1	0	0	1	0	0	0	0	1	0	0	27	729	0	0	0	0
"184"	0	7	49	343	1	0	0	0	0	0	0	0	0	1	51	2601	0	0	0	0
"185"	0	7	49	343	0	0	0	0	0	0	0	0	0	1	51	2601	0	0	0	0
"186"	0	13	169	2197	0	0	0	1	0	0	0	0	0	1	24	576	0	1	0	0
"187"	1	3	9	27	1	0	1	0	0	1	1	0	0	1	24	576	0	1	0	0
"188"	0	6	36	216	0	0	1	0	0	1	0	0	0	1	24	576	0	1	0	0
"189"	1	7	49	343	1	0	0	0	0	0	0	0	0	0	16	256	0	0	0	0
"190"	0	13	169	2197	1	0	0	0	0	0	0	0	0	0	16	256	0	0	0	0
"191"	0	12	144	1728	0	0	1	0	0	1	0	0	0	0	34	1156	0	0	0	0
"192"	0	4	16	64	0	0	1	0	0	0	0	0	0	0	34	1156	0	0	0	0
"193"	0	15	225	3375	1	0	1	0	0	0	1	0	0	0	53	2809	0	1	0	0
"194"	1	13	169	2197	0	0	1	0	0	0	1	0	0	0	53	2809	0	1	0	0
"195"	0	9	81	729	0	0	1	0	0	1	0	1	0	1	34	1156	0	1	0	0
"196"	0	3	9	27	0	0	1	0	0	0	0	1	0	1	34	1156	0	1	0	0
"197"	0	1	1	1	0	0	1	0	0	0	0	0	0	0	29	841	0	1	0	0
"198"	1	7	49	343	0	1	0	0	0	0	0	1	0	1	24	576	0	0	0	1
"199"	0	1	1	1	0	0	0	0	0	0	1	0	0	1	26	676	0	0	1	0
"200"	1	5	25	125	0	0	1	0	0	0	0	0	0	0	29	841	0	1	0	0
"201"	1	2	4	8	1	0	1	0	0	0	0	0	0	0	21	441	0	0	0	0
"202"	0	13	169	2197	0	0	0	1	0	0	0	0	0	0	21	441	0	0	0	0
"203"	0	12	144	1728	0	0	0	0	0	0	0	0	0	1	16	256	0	0	0	0
"204"	0	10	100	1000	0	0	0	0	0	0	0	0	0	1	16	256	0	0	0	0
"205"	0	13	169	2197	0	0	0	1	1	0	0	0	0	1	16	256	0	0	0	0
"206"	0	4	16	64	0	0	0	0	0	0	0	0	0	1	16	256	0	0	0	0
"207"	1	5	25	125	1	0	0	1	0	0	0	0	0	1	16	256	0	0	0	0
"208"	0	6	36	216	0	0	0	0	0	0	0	0	0	1	16	256	0	0	0	0
"209"	1	10	100	1000	0	0	0	1	0	0	0	0	0	1	16	256	0	0	0	0
"210"	1	2	4	8	0	0	1	0	0	0	0	0	0	1	22	484	0	0	0	0
"211"	0	9	81	729	0	0	0	0	0	0	0	0	0	0	19	361	0	0	0	0
"212"	0	14	196	2744	1	0	0	0	0	0	0	0	0	0	19	361	0	0	0	0
"213"	0	4	16	64	0	0	0	0	0	0	0	0	0	1	21	441	0	1	0	0
"214"	1	4	16	64	0	0	0	0	0	1	0	0	0	1	21	441	0	1	0	0
"215"	1	4	16	64	1	0	1	0	0	1	0	1	0	0	26	676	0	0	0	0
"216"	0	9	81	729	0	0	0	0	0	1	0	0	0	0	26	676	0	0	1	0
"217"	0	2	4	8	1	0	0	0	0	0	0	0	0	0	55	3025	0	0	0	0
"218"	0	5	25	125	0	0	0	0	0	1	0	0	0	1	81	6561	0	1	0	0
"219"	1	14	196	2744	0	0	0	0	0	0	0	0	0	1	81	6561	0	1	0	0
"220"	1	8	64	512	0	0	0	0	0	1	0	0	0	1	81	6561	0	1	0	0
"221"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	59	3481	0	1	0	0
"222"	1	1	1	1	1	0	0	0	0	1	1	0	0	1	59	3481	0	1	0	0
"223"	0	11	121	1331	0	0	1	0	0	1	0	0	0	0	36	1296	0	0	0	0
"224"	1	7	49	343	0	0	1	0	0	0	0	0	0	0	36	1296	0	0	0	0
"225"	1	14	196	2744	0	0	0	1	0	0	0	0	0	0	17	289	0	0	0	0
"226"	0	9	81	729	0	0	0	0	0	0	1	0	0	0	35	1225	0	0	0	0
"227"	0	2	4	8	0	0	1	0	0	1	1	0	0	0	35	1225	0	0	0	0
"228"	1	7	49	343	0	0	0	0	0	0	1	0	0	0	35	1225	0	0	0	0
"229"	1	8	64	512	0	0	0	0	0	1	1	0	0	0	63	3969	0	1	0	0
"230"	1	10	100	1000	0	0	0	1	0	0	0	0	1	1	22	484	0	1	0	0
"231"	1	0	0	0	0	0	1	0	0	1	0	1	0	1	22	484	0	0	1	0
"232"	0	1	1	1	1	0	0	0	0	0	0	0	1	1	23	529	0	0	0	0
"233"	1	15	225	3375	0	0	0	1	0	0	1	0	0	1	25	625	0	0	1	0
"234"	0	2	4	8	1	0	1	0	0	0	0	1	0	0	20	400	0	0	1	0
"235"	0	3	9	27	1	0	1	0	0	0	0	1	0	0	20	400	0	0	1	0
"236"	0	0	0	0	0	0	1	0	0	0	0	1	0	0	20	400	0	0	1	0
"237"	1	13	169	2197	0	0	0	0	0	0	0	1	0	1	30	900	0	0	1	0
"238"	0	4	16	64	0	0	0	0	0	0	0	0	0	1	41	1681	0	1	0	0
"239"	0	2	4	8	1	0	0	0	0	0	0	0	0	1	41	1681	0	1	0	0
"240"	0	5	25	125	0	0	1	0	0	0	0	1	0	0	27	729	0	1	0	0
"241"	0	2	4	8	0	0	0	0	0	1	0	0	0	1	42	1764	0	0	0	0
"242"	0	8	64	512	0	1	0	0	0	1	0	0	0	1	42	1764	0	0	0	0
"243"	1	2	4	8	0	0	0	0	0	0	0	0	0	1	24	576	0	0	0	0
"244"	1	2	4	8	0	0	0	0	0	0	0	0	0	1	24	576	0	0	0	0
"245"	1	15	225	3375	0	0	1	0	0	0	0	0	0	0	59	3481	0	0	0	0
"246"	0	6	36	216	0	0	0	0	0	1	0	1	0	0	35	1225	0	1	0	0
"247"	0	2	4	8	0	0	1	0	0	0	0	1	0	0	35	1225	0	1	0	0
"248"	1	10	100	1000	0	0	1	0	0	1	0	1	0	0	35	1225	0	1	0	0
"249"	0	2	4	8	0	1	1	0	0	0	0	1	0	0	26	676	0	0	0	0
"250"	1	15	225	3375	0	0	0	0	0	1	0	1	0	0	56	3136	0	0	1	0
"251"	1	11	121	1331	0	1	0	1	0	0	0	0	0	1	17	289	0	0	0	0
"252"	0	9	81	729	0	0	1	0	0	0	0	0	0	1	17	289	0	0	0	0
"253"	1	14	196	2744	0	0	0	1	0	0	0	0	0	1	17	289	0	0	0	0
"254"	1	15	225	3375	1	0	0	1	0	0	1	1	0	1	24	576	0	1	0	0
"255"	1	1	1	1	0	0	1	0	0	0	0	1	0	1	22	484	0	0	1	0
"256"	0	8	64	512	0	0	0	1	0	0	0	1	0	1	21	441	0	0	0	0
"257"	1	0	0	0	1	0	1	0	0	0	0	1	0	1	21	441	0	0	0	0
"258"	1	15	225	3375	1	0	0	1	0	0	0	1	0	1	21	441	0	0	0	0
"259"	0	5	25	125	1	0	1	0	0	0	0	0	0	0	42	1764	0	0	0	0
"260"	0	13	169	2197	0	0	1	0	0	0	0	0	0	0	42	1764	0	0	0	0
"261"	0	1	1	1	0	0	0	0	0	1	0	0	0	1	27	729	0	1	0	0
"262"	1	4	16	64	0	0	0	0	0	1	0	0	0	1	27	729	0	1	0	0
"263"	1	0	0	0	0	0	0	0	0	0	0	0	1	1	21	441	1	0	1	0
"264"	0	12	144	1728	0	0	0	1	0	0	0	0	1	1	21	441	1	0	1	0
"265"	0	2	4	8	1	0	0	0	0	0	1	0	0	0	33	1089	0	0	0	0
"266"	1	7	49	343	0	0	1	0	0	0	0	1	0	0	31	961	0	1	0	0
"267"	1	11	121	1331	0	0	0	0	0	0	0	1	0	0	31	961	0	1	0	0
"268"	1	4	16	64	0	0	1	0	0	1	0	1	0	1	28	784	0	0	1	0
"269"	0	14	196	2744	0	0	0	1	0	1	0	1	0	1	23	529	0	1	0	0
"270"	0	9	81	729	0	0	0	0	0	1	0	0	0	0	22	484	0	1	0	0
"271"	1	12	144	1728	1	0	0	0	0	0	0	0	0	0	22	484	0	1	0	0
"272"	0	15	225	3375	1	0	0	1	0	0	0	1	0	0	21	441	1	1	0	0
"273"	1	3	9	27	0	0	0	0	0	1	0	1	0	0	21	441	1	1	0	0
"274"	0	12	144	1728	0	0	0	1	0	0	0	1	0	0	21	441	1	1	0	0
"275"	1	5	25	125	0	0	0	0	0	0	0	1	0	0	21	441	1	1	0	0
"276"	0	10	100	1000	0	0	0	0	0	0	0	1	0	0	17	289	0	0	0	0
"277"	0	7	49	343	0	0	0	0	0	0	0	1	0	0	17	289	0	0	0	0
"278"	0	9	81	729	1	0	1	0	0	0	0	1	0	0	30	900	0	1	0	0
"279"	1	11	121	1331	0	0	0	0	0	0	0	1	0	0	30	900	0	1	0	0
"280"	1	9	81	729	1	0	0	1	0	0	0	0	1	1	19	361	0	0	0	0
"281"	0	3	9	27	0	0	0	0	0	0	0	0	0	1	68	4624	0	1	0	0
"282"	0	1	1	1	0	0	0	0	0	1	0	1	0	0	23	529	0	0	0	0
"283"	0	2	4	8	0	0	1	0	0	0	0	1	0	0	23	529	0	0	0	0
"284"	0	6	36	216	0	0	0	0	0	1	0	1	0	0	23	529	0	0	0	0
"285"	0	9	81	729	0	0	0	0	0	0	0	0	0	0	17	289	0	0	0	0
"286"	1	5	25	125	1	0	0	0	0	0	0	0	0	0	17	289	0	0	0	0
"287"	0	15	225	3375	1	0	0	1	0	0	0	0	0	0	17	289	0	0	0	0
"288"	1	11	121	1331	0	0	0	0	0	0	0	0	0	0	17	289	0	0	0	0
"289"	0	8	64	512	0	0	0	0	0	0	0	0	0	0	17	289	0	0	0	0
"290"	0	10	100	1000	0	0	0	0	0	0	1	0	0	1	18	324	0	0	0	0
"291"	0	7	49	343	1	0	0	0	0	0	1	0	0	1	18	324	0	0	0	0
"292"	0	14	196	2744	0	0	0	0	0	0	1	0	0	1	18	324	0	0	0	0
"293"	1	9	81	729	0	0	0	0	0	0	1	0	0	1	18	324	0	0	0	0
"294"	1	9	81	729	0	0	0	0	0	0	1	0	0	1	18	324	0	0	0	0
"295"	1	11	121	1331	0	0	0	1	0	0	1	0	0	1	18	324	0	0	0	0
"296"	0	11	121	1331	0	0	0	0	0	0	1	0	0	1	18	324	0	0	0	0
"297"	1	13	169	2197	0	0	0	0	0	0	1	0	0	1	18	324	0	0	0	0
"298"	0	12	144	1728	0	0	0	0	0	1	1	1	0	1	25	625	0	0	0	0
"299"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	361	0	0	0	0
"300"	1	1	1	1	0	0	1	0	0	0	0	0	0	0	19	361	0	0	0	0
"301"	0	13	169	2197	0	0	0	1	0	0	0	0	0	1	21	441	0	1	0	0
"302"	0	14	196	2744	0	0	0	1	0	0	0	0	0	1	19	361	0	0	0	0
"303"	1	4	16	64	0	0	1	0	0	1	0	1	0	1	33	1089	0	0	0	0
"304"	1	6	36	216	0	0	1	0	0	0	0	1	0	1	33	1089	0	0	0	0
"305"	1	1	1	1	0	0	1	0	0	0	0	1	0	1	33	1089	0	0	0	0
"306"	1	15	225	3375	0	0	0	0	0	0	1	0	0	1	48	2304	0	1	0	0
"307"	0	7	49	343	0	1	0	0	0	1	1	1	0	0	58	3364	0	0	0	0
"308"	0	1	1	1	0	0	0	0	0	1	1	1	0	0	58	3364	0	0	0	0
"309"	1	4	16	64	0	0	0	0	0	1	1	1	0	0	58	3364	0	0	0	0
"310"	0	2	4	8	1	0	0	0	0	0	1	1	0	0	58	3364	0	0	0	0
"311"	0	9	81	729	0	0	1	0	0	1	0	0	1	1	47	2209	0	1	0	0
"312"	0	14	196	2744	0	1	1	0	0	0	0	0	1	1	47	2209	0	1	0	0
"313"	1	9	81	729	0	0	0	1	0	0	0	0	0	1	18	324	0	0	0	0
"314"	0	11	121	1331	0	0	0	1	0	1	0	0	0	1	18	324	0	0	0	0
"315"	1	2	4	8	0	0	1	0	0	0	0	1	0	0	21	441	0	1	0	0
"316"	0	5	25	125	0	0	1	0	0	0	0	1	0	0	21	441	0	1	0	0
"317"	0	5	25	125	0	0	0	0	0	1	0	0	0	1	76	5776	0	0	0	0
"318"	0	4	16	64	0	0	0	0	0	1	0	0	0	1	76	5776	0	0	0	0
"319"	1	11	121	1331	0	1	1	0	0	1	0	0	0	1	51	2601	0	1	0	0
"320"	0	4	16	64	0	0	0	0	0	0	1	0	0	1	44	1936	0	1	0	0
"321"	0	10	100	1000	0	0	0	0	0	0	1	0	0	1	44	1936	0	1	0	0
"322"	0	2	4	8	0	0	0	0	0	0	0	0	0	1	19	361	0	1	0	0
"323"	1	4	16	64	0	0	0	0	0	1	0	0	0	0	60	3600	0	0	0	0
"324"	0	3	9	27	0	0	0	0	0	0	0	0	0	0	60	3600	0	0	0	0
"325"	1	4	16	64	1	0	0	0	0	0	0	0	0	0	60	3600	0	0	0	0
"326"	1	3	9	27	0	0	0	0	0	0	1	0	0	0	25	625	0	1	0	0
"327"	0	2	4	8	0	0	0	0	0	0	0	0	0	0	25	625	0	1	0	0
"328"	1	8	64	512	1	0	0	0	0	1	0	0	0	0	25	625	0	1	0	0
"329"	1	10	100	1000	0	0	0	0	0	0	1	0	0	0	25	625	0	1	0	0
"330"	1	0	0	0	0	1	0	0	0	0	0	1	0	0	25	625	0	1	0	0
"331"	0	7	49	343	0	0	0	0	0	0	0	1	0	0	25	625	0	1	0	0
"332"	0	2	4	8	1	0	0	0	0	0	0	0	0	0	19	361	0	0	0	0
"333"	1	9	81	729	1	0	0	0	0	0	0	0	0	1	24	576	0	1	0	0
"334"	0	5	25	125	0	0	0	0	0	1	0	0	0	1	24	576	0	1	0	0
"335"	1	0	0	0	0	0	0	1	0	0	0	0	0	1	19	361	0	0	0	0
"336"	1	10	100	1000	1	0	0	1	0	0	0	0	0	1	32	1024	0	1	0	0
"337"	1	1	1	1	0	0	0	0	0	0	0	0	0	1	32	1024	0	1	0	0
"338"	0	12	144	1728	0	0	0	0	0	0	0	0	0	1	32	1024	0	1	0	0
"339"	0	8	64	512	0	0	0	0	0	0	0	0	0	1	18	324	0	1	0	0
"340"	1	5	25	125	0	0	0	0	0	0	0	0	0	1	18	324	0	1	0	0
"341"	1	12	144	1728	0	0	0	0	0	1	0	0	0	1	91	8281	0	0	0	0
"342"	0	5	25	125	0	1	0	1	0	0	0	0	0	0	21	441	0	1	0	0
"343"	1	1	1	1	0	0	0	1	0	0	0	0	0	0	21	441	0	1	0	0
"344"	0	5	25	125	0	1	0	1	1	0	0	0	1	0	22	484	0	0	0	0
"345"	0	3	9	27	0	0	0	1	0	0	0	0	1	0	22	484	0	0	0	0
"346"	1	2	4	8	0	0	1	0	0	0	0	0	0	0	25	625	0	1	0	0
"347"	0	8	64	512	0	0	0	0	0	1	0	0	0	0	25	625	0	1	0	0
"348"	0	3	9	27	0	0	0	0	0	0	0	0	0	0	25	625	0	1	0	0
"349"	0	9	81	729	0	0	0	0	0	1	0	0	0	0	25	625	0	1	0	0
"350"	1	12	144	1728	0	0	0	0	0	1	0	0	0	0	25	625	0	1	0	0
"351"	1	0	0	0	0	0	1	0	0	0	0	0	1	0	22	484	0	0	0	0
"352"	1	5	25	125	0	0	1	0	0	1	0	0	1	0	22	484	0	0	0	0
"353"	0	5	25	125	0	0	1	0	0	0	0	0	1	0	28	784	0	0	0	0
"354"	0	2	4	8	0	0	1	0	0	1	0	0	1	0	28	784	0	0	0	0
"355"	0	11	121	1331	0	0	0	0	0	0	1	0	1	0	28	784	0	0	0	0
"356"	0	1	1	1	0	0	0	0	0	0	1	0	1	0	28	784	0	0	0	0
"357"	1	14	196	2744	0	0	0	0	0	0	0	0	0	1	44	1936	0	1	0	0
"358"	1	2	4	8	0	0	0	0	0	0	0	0	0	1	44	1936	0	1	0	0
"359"	1	4	16	64	0	0	0	0	0	1	0	0	0	1	44	1936	0	1	0	0
"360"	0	7	49	343	0	0	0	0	0	0	1	0	0	0	20	400	0	0	0	0
"361"	0	15	225	3375	0	0	0	1	0	0	1	0	0	0	20	400	0	0	0	0
"362"	0	14	196	2744	0	0	0	0	0	1	0	1	0	1	19	361	0	0	0	0
"363"	0	4	16	64	0	0	0	0	0	1	0	1	0	1	19	361	0	0	0	0
"364"	0	6	36	216	0	0	0	0	0	0	0	1	0	1	19	361	0	0	0	0
"365"	1	6	36	216	0	0	0	0	0	0	0	1	0	1	19	361	0	0	0	0
"366"	1	15	225	3375	0	0	0	0	0	1	0	1	0	1	19	361	0	0	0	0
"367"	1	1	1	1	0	0	1	0	0	0	0	1	0	1	22	484	0	1	0	0
"368"	0	13	169	2197	1	0	0	1	0	0	0	0	0	1	20	400	0	1	0	0
"369"	1	5	25	125	0	0	0	0	0	0	0	1	0	0	32	1024	0	0	0	0
"370"	1	9	81	729	0	1	0	0	0	0	0	1	0	0	32	1024	0	0	0	0
"371"	1	11	121	1331	0	0	0	1	0	1	0	0	0	1	19	361	0	0	0	0
"372"	1	12	144	1728	0	0	0	0	0	1	0	0	0	1	19	361	0	0	0	0
"373"	0	5	25	125	0	0	0	0	0	0	0	0	0	1	19	361	0	0	0	0
"374"	0	13	169	2197	1	0	0	0	0	1	0	0	0	1	19	361	0	0	0	0
"375"	1	4	16	64	1	0	0	0	0	1	0	0	0	1	19	361	0	0	0	0
"376"	1	14	196	2744	0	0	0	0	0	0	0	0	0	1	22	484	0	0	1	0
"377"	0	1	1	1	0	0	0	0	0	0	0	0	0	1	22	484	0	0	1	0
"378"	1	4	16	64	0	0	0	0	0	1	0	0	0	1	22	484	0	0	1	0
"379"	0	9	81	729	0	0	0	0	0	0	0	0	0	1	22	484	0	0	1	0
"380"	0	1	1	1	0	0	0	0	0	0	0	0	0	1	22	484	0	0	1	0
"381"	0	11	121	1331	0	0	0	1	0	1	0	0	0	0	29	841	0	1	0	0
"382"	1	6	36	216	0	0	0	0	0	1	0	0	0	0	29	841	0	1	0	0
"383"	0	12	144	1728	0	0	1	0	1	0	0	0	0	1	46	2116	0	1	0	0
"384"	0	5	25	125	0	0	0	0	0	0	1	0	0	1	23	529	0	0	0	0
"385"	1	1	1	1	0	0	0	0	0	1	0	0	0	1	65	4225	0	1	0	0
"386"	1	3	9	27	0	0	0	0	0	1	0	0	0	1	65	4225	0	1	0	0
"387"	0	13	169	2197	0	0	0	1	0	0	0	0	0	1	20	400	0	0	1	0
"388"	0	3	9	27	0	0	0	0	0	0	1	0	1	1	52	2704	0	0	0	0
"389"	1	3	9	27	0	0	1	0	0	1	0	0	0	0	28	784	1	1	0	0
"390"	0	9	81	729	0	0	1	0	0	1	0	0	0	0	28	784	1	1	0	0
"391"	1	1	1	1	0	0	0	0	0	0	0	1	0	1	29	841	0	1	0	0
"392"	1	11	121	1331	0	0	0	0	0	0	0	1	0	1	29	841	0	1	0	0
"393"	1	4	16	64	0	0	1	0	0	1	0	0	0	0	46	2116	0	1	0	0
"394"	0	6	36	216	0	0	1	0	0	0	0	0	0	0	46	2116	0	1	0	0
"395"	0	13	169	2197	1	0	1	0	0	0	0	1	0	0	30	900	0	0	0	0
"396"	0	3	9	27	0	0	0	1	0	0	0	1	0	0	17	289	0	0	0	0
"397"	1	15	225	3375	0	0	0	1	0	0	0	1	0	0	17	289	0	0	0	0
"398"	1	6	36	216	0	0	0	0	0	0	0	1	0	1	27	729	0	0	1	0
"399"	1	3	9	27	0	0	1	0	0	1	0	0	0	1	33	1089	0	0	0	0
"400"	0	1	1	1	0	0	1	0	0	1	0	0	0	1	33	1089	0	0	0	0
"401"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	5041	0	0	0	0
"402"	1	5	25	125	0	0	0	0	0	0	0	0	0	0	71	5041	0	0	0	0
"403"	1	9	81	729	0	0	0	0	0	1	0	0	0	0	71	5041	0	0	0	0
"404"	0	4	16	64	0	0	0	0	0	0	0	0	0	0	71	5041	0	0	0	0
"405"	0	10	100	1000	0	0	0	0	0	0	0	0	0	0	71	5041	0	0	0	0
"406"	1	13	169	2197	0	0	0	0	0	1	0	0	1	1	24	576	0	0	0	0
"407"	1	0	0	0	0	0	0	0	0	0	0	0	1	1	24	576	0	0	0	0
"408"	0	3	9	27	0	0	0	0	0	0	0	0	1	1	24	576	0	0	0	0
"409"	1	8	64	512	0	0	0	0	0	0	0	0	1	1	24	576	0	0	0	0
"410"	1	8	64	512	0	0	0	0	0	0	0	0	1	1	24	576	0	0	0	0
"411"	1	10	100	1000	0	0	1	0	0	0	0	1	0	1	43	1849	0	1	0	0
"412"	0	15	225	3375	0	0	1	0	0	0	0	0	0	0	43	1849	0	0	0	0
"413"	0	6	36	216	1	0	1	0	0	0	0	1	0	1	40	1600	0	0	1	1
