"x"
"1"	1
"2"	1
"3"	1
"4"	2
"5"	3
"6"	4
"7"	5
"8"	5
"9"	6
"10"	7
"11"	7
"12"	8
"13"	9
"14"	9
"15"	9
"16"	10
"17"	11
"18"	11
"19"	12
"20"	12
"21"	13
"22"	13
"23"	13
"24"	14
"25"	14
"26"	15
"27"	16
"28"	16
"29"	17
"30"	17
"31"	17
"32"	17
"33"	18
"34"	19
"35"	19
"36"	19
"37"	20
"38"	20
"39"	20
"40"	20
"41"	20
"42"	21
"43"	21
"44"	22
"45"	23
"46"	23
"47"	23
"48"	24
"49"	24
"50"	25
"51"	26
"52"	27
"53"	27
"54"	27
"55"	28
"56"	29
"57"	30
"58"	31
"59"	31
"60"	32
"61"	33
"62"	34
"63"	34
"64"	35
"65"	35
"66"	36
"67"	36
"68"	36
"69"	37
"70"	37
"71"	37
"72"	37
"73"	37
"74"	38
"75"	38
"76"	38
"77"	39
"78"	40
"79"	41
"80"	41
"81"	42
"82"	43
"83"	43
"84"	44
"85"	44
"86"	44
"87"	44
"88"	45
"89"	45
"90"	46
"91"	47
"92"	47
"93"	47
"94"	48
"95"	48
"96"	49
"97"	50
"98"	50
"99"	51
"100"	51
"101"	52
"102"	53
"103"	54
"104"	54
"105"	54
"106"	55
"107"	56
"108"	57
"109"	57
"110"	57
"111"	58
"112"	59
"113"	59
"114"	59
"115"	60
"116"	60
"117"	61
"118"	61
"119"	61
"120"	61
"121"	62
"122"	62
"123"	63
"124"	64
"125"	65
"126"	65
"127"	65
"128"	66
"129"	66
"130"	67
"131"	67
"132"	67
"133"	67
"134"	67
"135"	68
"136"	68
"137"	69
"138"	70
"139"	70
"140"	70
"141"	71
"142"	71
"143"	72
"144"	73
"145"	74
"146"	74
"147"	75
"148"	75
"149"	75
"150"	75
"151"	76
"152"	77
"153"	78
"154"	79
"155"	80
"156"	81
"157"	81
"158"	82
"159"	82
"160"	82
"161"	83
"162"	84
"163"	84
"164"	85
"165"	86
"166"	86
"167"	87
"168"	87
"169"	88
"170"	88
"171"	88
"172"	88
"173"	89
"174"	89
"175"	90
"176"	91
"177"	91
"178"	92
"179"	93
"180"	93
"181"	93
"182"	94
"183"	94
"184"	95
"185"	95
"186"	96
"187"	96
"188"	96
"189"	97
"190"	97
"191"	98
"192"	98
"193"	99
"194"	99
"195"	100
"196"	100
"197"	101
"198"	102
"199"	103
"200"	104
"201"	105
"202"	105
"203"	106
"204"	106
"205"	106
"206"	106
"207"	106
"208"	106
"209"	106
"210"	107
"211"	108
"212"	108
"213"	109
"214"	109
"215"	110
"216"	111
"217"	112
"218"	113
"219"	113
"220"	113
"221"	114
"222"	114
"223"	115
"224"	115
"225"	116
"226"	117
"227"	117
"228"	117
"229"	118
"230"	119
"231"	120
"232"	121
"233"	122
"234"	123
"235"	123
"236"	123
"237"	124
"238"	125
"239"	125
"240"	126
"241"	127
"242"	127
"243"	128
"244"	128
"245"	129
"246"	130
"247"	130
"248"	130
"249"	131
"250"	132
"251"	133
"252"	133
"253"	133
"254"	134
"255"	135
"256"	136
"257"	136
"258"	136
"259"	137
"260"	137
"261"	138
"262"	138
"263"	139
"264"	139
"265"	140
"266"	141
"267"	141
"268"	142
"269"	143
"270"	144
"271"	144
"272"	145
"273"	145
"274"	145
"275"	145
"276"	146
"277"	146
"278"	147
"279"	147
"280"	148
"281"	149
"282"	150
"283"	150
"284"	150
"285"	151
"286"	151
"287"	151
"288"	151
"289"	151
"290"	152
"291"	152
"292"	152
"293"	152
"294"	152
"295"	152
"296"	152
"297"	152
"298"	153
"299"	154
"300"	154
"301"	155
"302"	156
"303"	157
"304"	157
"305"	157
"306"	158
"307"	159
"308"	159
"309"	159
"310"	159
"311"	160
"312"	160
"313"	161
"314"	161
"315"	162
"316"	162
"317"	163
"318"	163
"319"	164
"320"	165
"321"	165
"322"	166
"323"	167
"324"	167
"325"	167
"326"	168
"327"	168
"328"	168
"329"	168
"330"	169
"331"	169
"332"	170
"333"	171
"334"	171
"335"	172
"336"	173
"337"	173
"338"	173
"339"	174
"340"	174
"341"	175
"342"	176
"343"	176
"344"	177
"345"	177
"346"	178
"347"	178
"348"	178
"349"	178
"350"	178
"351"	179
"352"	179
"353"	180
"354"	180
"355"	180
"356"	180
"357"	181
"358"	181
"359"	181
"360"	182
"361"	182
"362"	183
"363"	183
"364"	183
"365"	183
"366"	183
"367"	184
"368"	185
"369"	186
"370"	186
"371"	187
"372"	187
"373"	187
"374"	187
"375"	187
"376"	188
"377"	188
"378"	188
"379"	188
"380"	188
"381"	189
"382"	189
"383"	190
"384"	191
"385"	192
"386"	192
"387"	193
"388"	194
"389"	195
"390"	195
"391"	196
"392"	196
"393"	197
"394"	197
"395"	198
"396"	199
"397"	199
"398"	200
"399"	201
"400"	201
"401"	202
